POWER (KW)
1967.3880148948756
1967.3880148948756
1967.3880148948756
2442.6073308659334
2756.205521881124
3203.1577686726573
4168.561319592168
5102.704817536675
5214.442879234559
4856.947592552343
4856.947592552343
4646.607342481178
4455.555210203101
4198.823711302011
4022.2376673687495
4182.694854181929
3709.637137618718
855.9933655069996
824.0682050218901
765.2061903774694
588.6201464442073
490.516788703506
431.6547740590853
412.03410251094505
1828.9157489821664
1828.9157489821664
1828.9157489821664
1892.2655072689984
2532.3448832060767
3012.1575979188074
4030.5255304829666
4778.546312747738
4797.13987816699
4871.514139843997
4919.8903188993945
4886.3231742487105
4327.36439788412
4294.6199773670305
4273.887329200431
4004.3629030346383
3720.3585321175697
885.5802574018911
834.9004507724259
776.6515821138845
660.1538447968018
504.82352837402493
446.5746597154841
2175.940788532631
2236.7565564879874
2236.7565564879874
2354.4805857768292
2511.445958161951
2805.756031384054
3212.4692738141475
4494.131445789274
5497.1135710297995
4997.950384694909
5288.602366611428
5155.913418345191
5174.868982383225
4983.650573227621
4983.650573227621
4748.202514649938
4283.29236508553
3461.0532057164332
829.3890651027416
836.5389708363859
758.7213921539313
680.9038134714768
568.999474896067
431.6547740590853
431.6547740590853
2260.0561039514037
2260.0561039514037
2260.0561039514037
2555.4157999628937
2845.3992102676903
3072.043254590501
4872.258921691251
5106.127349932431
5106.127349932431
5242.550599739786
4956.263385858342
4462.149127627516
4324.5498153218205
4022.133744320295
4213.663922621262
4252.641993994791
4138.731940584217
818.5394988441301
818.5394988441301
812.827195280768
654.2267669333012
515.4513921292676
455.9762314989675
2083.6467292005136
2062.1658350850444
2062.1658350850444
2062.1658350850444
2294.620909867248
2710.645657438832
3178.548790798719
4321.536046916651
5136.9578543071575
5383.380186801597
4706.3007415132315
4879.893801651014
4802.741330478667
4688.509115617883
4552.328352923588
4552.328352923588
4375.409755235274
3988.1509074757932
790.8128295165676
829.3890651027416
790.8128295165676
622.540629459636
505.8142614359543
505.8142614359543
2044.5404860672234
2001.9458926074897
2001.9458926074897
2001.9458926074897
2171.596805107246
2512.038319538139
3421.9989241073704
4473.118205391849
5029.937899009092
5122.741181278631
5004.8647315187245
4853.774475472876
4853.774475472876
4702.6842194270275
3669.4743434928114
3437.303325043048
3437.303325043048
3669.4743434928114
768.4763023021594
768.4763023021594
749.2643947446054
614.7810418417275
499.5095964964036
499.5095964964036
1863.5550330827366
1942.8552472564702
1942.8552472564702
1942.8552472564702
1942.8552472564702
2323.584263471415
3288.22224793398
4196.845709279768
4743.411662116203
4665.330811710997
4704.371236913599
4448.571581346982
1918.0730643017746
3445.741876577524
3513.638268234224
3347.292108675309
3475.44654792733
3296.7092968910674
834.1071715025593
881.2951637039658
881.2951637039658
761.1185504716068
600.8830661617949
540.7947595456153
1882.7669406402906
1863.5550330827366
1863.5550330827366
1863.5550330827366
1863.5550330827366
2589.01758562973
3130.0063348657936
4250.625886854781
5047.660242872136
4872.258921691251
5134.6888677492425
4378.4806813170935
4092.697494220651
4112.186529907416
3929.89684266483
3929.89684266483
3910.911833763067
3872.9418159595425
892.1274094545015
931.7775165413683
911.952462997935
892.1274094545015
793.0021417373348
713.7019275636012
1903.2051401696033
1982.5053543433369
1982.5053543433369
2022.1554614302033
2024.6755953552158
2604.8104248931436
3725.7659947387997
4558.418243563002
5133.0087784659
5487.171599394354
4791.614636090844
4599.748439933209
5429.208519119062
5249.942992586491
5286.2329211066735
5190.46783195619
5190.46783195619
5281.528671113317
3245.9324954163785
2575.0728445779932
2339.3563181251375
2099.2715595355926
2022.1554614302033
2022.1554614302033
1982.5053543433369
